word_raw,word_clean,start,end,TR,segment_idx_0,segment_idx_1,segment_idx_2,segment_idx_3,segment_idx_4,segment_idx_5
about,about,350.429999,350.629999,234,12,15,12,12,12,12
whether,whether,350.63,350.87,234,12,15,12,12,12,12
she,she,350.87,351.05,234,12,15,12,12,12,12
knew,knew,351.05,351.3,235,12,15,12,12,12,12
I,i,351.3,351.46000000000004,235,12,15,12,12,12,12
existed,existed,351.469999,351.98999899999995,235,12,15,12,12,12,12
So,so,354.41,354.6,237,12,15,12,12,12,12
I,i,354.599999,354.75999900000005,237,12,15,12,12,12,12
I,i,354.86,355.0,237,12,15,12,12,12,12
saw,saw,355.0,355.22,237,12,15,12,12,12,12
her,her,355.219999,355.399999,237,12,15,12,12,12,12
there,there,355.4,355.54,237,12,15,12,12,12,12
and,and,355.54,355.68,238,12,15,12,12,12,12
made,made,355.679999,355.809999,238,13,16,13,13,13,13
a,a,355.809999,355.859999,238,13,16,13,13,13,13
mental,mental,355.86,356.15000000000003,238,13,16,13,13,13,13
note,note,356.15,356.38,238,13,16,13,13,13,13
to,to,356.389999,356.519999,238,13,16,13,13,13,13
do,do,356.52,356.71,238,13,16,13,13,13,13
nothing,nothing,356.71,357.0,238,13,16,13,13,13,13
about,about,357.0,357.27,239,13,16,13,13,13,13
it,it,357.27,357.44,239,13,16,13,13,13,13
And,and,358.9,359.04999999999995,240,13,16,13,13,13,13
then,then,359.049999,359.159999,240,13,16,13,13,13,13
I,i,359.16,359.21000000000004,240,13,16,13,13,13,13
went,went,359.209999,359.389999,240,13,16,13,13,13,13
to,to,359.389999,359.469999,240,13,16,13,13,13,13
the,the,359.46999900000003,359.56999900000005,240,13,16,13,13,13,13
bar,bar,359.57,360.15,240,13,16,13,13,13,13
to,to,361.24,361.33,241,14,17,14,14,14,14
buy,buy,361.33,361.51,241,14,17,14,14,14,14
a,a,361.51,361.57,242,14,17,14,14,14,14
round,round,361.57,361.96,242,14,17,14,14,14,14
and,and,362.5,362.74,242,14,17,14,14,14,14
I,i,362.74,362.8,242,14,17,14,14,14,14
felt,felt,362.8,363.03,242,14,17,14,14,14,14
a,a,363.03,363.09,243,14,17,14,14,14,14
tap,tap,363.09,363.42,243,14,17,14,14,14,14
on,on,363.42,363.51,243,14,17,14,14,14,14
my,my,363.51,363.61,243,14,17,14,14,14,14
shoulder,shoulder,363.61,364.07,243,15,18,15,15,15,15
And,and,365.43,365.58,244,15,18,15,15,15,15
it,it,365.58,365.64,244,15,18,15,15,15,15
was,was,365.64,365.77,244,15,18,15,15,15,15
her,her,365.77,366.15,244,15,18,15,15,15,15
And,and,367.41,367.54,245,15,18,15,15,15,15
she,she,367.54,367.7000000000001,246,15,18,15,15,15,15
said,said,367.7,367.97,246,15,18,15,15,15,15
Jim,jim,369.349999,369.6399990000001,247,16,19,16,16,16,16
we,we,369.639999,369.789999,247,16,19,16,16,16,16
were,were,369.79,369.91,247,16,19,16,16,16,16
just,just,369.91,370.13000000000005,247,16,19,16,16,16,16
talking,talking,370.13,370.43,247,17,20,17,17,17,17
about,about,370.429999,370.629999,247,17,20,17,17,17,17
how,how,370.63,370.8,248,17,20,17,17,17,17
you,you,370.8,371.15,248,17,20,17,17,17,17
always,always,371.17,371.82,248,17,20,17,17,17,17
seem,seem,371.83,372.14,248,17,20,17,17,17,17
to,to,372.139999,372.269999,249,17,20,17,17,17,17
know,know,372.27,372.98,249,17,20,17,17,17,17
when,when,373.009999,373.749999,249,17,20,17,17,17,17
and,and,373.98,374.22,250,17,20,17,17,17,17
where,where,374.219999,374.699999,250,17,20,17,17,17,17
Pie,pie,374.71,375.04,250,17,20,17,17,17,17
Man,man,375.04,375.29,251,17,20,17,17,17,17
will,will,375.29,375.41,251,17,20,17,17,17,17
strike,strike,375.41,376.03,251,17,20,17,17,17,17
And,and,376.969999,377.2599990000001,252,17,20,17,17,17,17
we,we,377.32,377.6,252,17,20,17,17,17,17
were,were,377.6,377.77,252,17,20,17,17,17,17
wondering,wondering,377.77,378.36,252,17,20,17,17,17,17
are,are,379.42,379.58,253,17,20,17,17,17,17
you,you,379.68,380.15,254,17,20,17,17,17,17
Pie,pie,380.35,380.66,254,17,20,17,17,17,17
Man,man,380.66,381.04,254,17,20,17,17,17,17
And,and,381.84,381.88,255,17,20,17,17,17,17
I,i,383.83,384.04,256,17,20,17,17,17,17
knew,knew,384.04,384.48,257,17,20,17,17,17,17
by,by,384.49,384.63,257,17,20,17,17,17,17
the,the,384.63,384.75,257,17,20,17,17,17,17
way,way,384.75,384.89,257,17,20,17,17,17,17
she,she,384.89,385.09,257,17,20,17,17,17,17
said,said,385.1,385.33,257,18,21,18,18,18,18
it,it,385.33,385.43,257,18,21,18,18,18,18
I,i,385.45,385.6,257,18,21,18,18,18,18
knew,knew,385.6,386.11,258,18,21,18,18,18,18
that,that,386.95,387.07,258,18,21,18,18,18,18
if,if,387.07,387.2,259,18,21,18,18,18,18
I,i,387.2,387.32,259,18,21,18,18,18,18
said,said,387.349999,387.539999,259,18,21,18,18,18,18
yes,yes,387.54,387.9,259,18,21,18,18,18,18
she,she,387.91,388.11,259,18,21,18,18,18,18
would,would,388.11,388.26,259,18,21,18,18,18,18
have,have,388.26,388.42,259,18,21,18,18,18,18
sex,sex,388.42,388.79,259,18,21,18,18,18,18
with,with,388.79,388.9500000000001,260,18,21,18,18,18,18
me,me,388.95,389.18,260,18,21,18,18,18,18
And,and,392.07,392.19,262,18,21,18,18,18,18
wasn’t,wasn't,392.91,393.15,262,18,21,18,18,18,18
I,i,393.15,393.33,263,18,21,18,18,18,18
really,really,393.38,393.93,263,18,21,18,18,18,18
Pie,pie,393.94,394.25,263,18,21,18,18,18,18
Man,man,394.37,394.81,263,18,21,18,18,18,18
For,for,398.76,398.99,266,18,21,18,18,18,18
having,having,399.0,399.35,267,18,21,18,18,18,18
him,him,399.75,399.91,267,18,21,18,18,18,18
into,into,399.91,400.19,267,18,21,18,18,18,18
being,being,400.2,400.82,267,18,21,18,18,18,18
Didn’t,didn't,401.02,401.25,268,18,21,18,18,18,18
she,she,401.26,401.46,268,18,21,18,18,18,18
only,only,401.46,401.73,268,18,21,18,18,18,18
know,know,401.73,402.01,268,18,21,18,18,18,18
about,about,402.01,402.28,269,18,21,18,18,18,18
him,him,402.28,402.47,269,18,21,18,18,18,18
through,through,402.49,402.72,269,18,21,18,18,18,18
me,me,402.72,403.29,269,18,21,18,18,18,18
But,but,405.04,405.2600000000001,271,18,21,18,18,18,18
she,she,405.27,405.47,271,18,21,18,18,18,18
had,had,405.49,405.56,271,18,21,18,18,18,18
asked,asked,405.559999,405.789999,271,18,21,18,18,18,18
me,me,405.79,405.9,271,18,21,18,18,18,18
a,a,405.9,405.95,271,18,21,18,18,18,18
straightforward,straightforward,405.95,406.53,271,18,21,18,18,18,18
question,question,406.53,407.1,272,19,22,19,19,19,19
that,that,407.58,407.75,272,19,22,19,19,19,19
came,came,407.75,407.95,272,19,22,19,19,19,19
with,with,407.95,408.07,272,19,22,19,19,19,19
a,a,408.07,408.11,273,19,22,19,19,19,19
straightforward,straightforward,408.11,408.72,273,19,22,19,19,19,19
answer,answer,408.719999,409.019999,273,19,22,19,19,19,19
In,in,409.02,409.15,273,19,22,19,19,19,19
fact,fact,409.15,409.65,273,19,22,19,19,19,19
I,i,410.13,410.3,274,19,22,19,19,19,19
wasn’t,wasn't,410.309999,410.769999,274,19,22,19,19,19,19
Pie,pie,410.77,411.03,274,19,22,19,19,19,19
Man,man,411.03,411.49,275,19,22,19,19,19,19
As,as,411.57,411.74,275,19,22,19,19,19,19
far,far,411.74,411.93,275,19,22,19,19,19,19
as,as,411.929999,412.019999,275,19,22,19,19,19,19
I,i,412.02,412.08,275,19,22,19,19,19,19
knew,knew,412.08,412.25,275,19,22,19,19,19,19
I,i,412.25,412.26,275,19,22,19,19,19,19
had,had,412.279999,412.469999,275,19,22,19,19,19,19
never,never,412.469999,412.869999,275,19,22,19,19,19,19
seen,seen,413.119999,413.509999,276,19,22,19,19,19,19
the,the,413.51,413.61,276,19,22,19,19,19,19
guy,guy,413.609999,414.099999,276,19,22,19,19,19,19
out,out,414.199999,414.389999,277,19,22,19,19,19,19
of,of,414.389999,414.529999,277,19,22,19,19,19,19
costume,costume,414.53,415.15,277,19,22,19,19,19,19
So,so,416.11,416.37,278,19,22,19,19,19,19
I,i,416.37,416.47,278,19,22,19,19,19,19
looked,looked,416.47,416.68,278,19,22,19,19,19,19
at,at,416.68,416.75,278,19,22,19,19,19,19
her,her,416.75,416.82,278,19,22,19,19,19,19
and,and,416.82,416.94,278,19,22,19,19,19,19
I,i,416.94,417.05,278,19,22,19,19,19,19
said,said,417.06,417.45,279,20,23,20,20,20,20
Yes,yes,419.7,420.14,280,20,23,20,20,20,20
Angela,angela,420.14,420.78,281,20,23,20,20,20,20
I,i,421.55,421.75,282,20,23,20,20,20,20
am,am,421.75,421.99,282,20,23,20,20,20,20
Pie,pie,422.0,422.26,282,21,24,21,21,21,21
Man,man,422.28,422.63,282,21,24,21,21,21,21
And,and,424.929999,425.049999,282,21,24,21,21,21,21
she,she,425.05,425.2,282,21,24,21,21,21,21
said,said,425.21,425.43,282,21,24,21,21,21,21
Oh,oh,425.429999,425.549999,282,21,24,21,21,21,21
good,good,425.55,425.88,282,21,24,21,21,21,21
Now,now,426.84,426.96,282,21,24,21,21,21,21
buy,buy,426.96,427.27,282,21,24,21,21,21,21
me,me,427.27,427.38,282,22,25,22,22,22,22
a,a,427.38,427.43,282,22,25,22,22,22,22
beer,beer,427.429999,427.919999,282,22,25,22,22,22,22
and,and,428.52,428.55,282,22,25,22,22,22,22
tell,tell,428.61,428.8,282,22,25,22,22,22,22
me,me,428.799999,428.939999,282,22,25,22,22,22,22
all,all,428.94,429.07,282,22,25,22,22,22,22
about,about,429.07,429.27,282,22,25,22,22,22,22
it,it,429.46,429.48,282,22,25,22,22,22,22
