,anteriorsalience_mean_activation,auditory_mean_activation,basalganglia_mean_activation,dorsaldmn_mean_activation,highervisual_mean_activation,language_mean_activation,leftcontrol_mean_activation,posteriorsalience_mean_activation,precuneus_mean_activation,primaryvisual_mean_activation,rightcontrol_mean_activation,sensorimotor_mean_activation,ventraldmn_mean_activation,visuospatial_mean_activation
State_1,0.4795207448501345,0.4396974192263682,0.35642124942136383,0.20567082022374517,0.6899263868550157,0.285537475358321,0.8044228713119188,0.11046654455951042,0.09812220210595846,0.14767857324148367,0.8180545665249552,0.21748964595972947,0.3744504537241232,0.5296761281729148
State_2,0.9229864890098463,0.7088104925520885,0.7794320780541137,0.7274850751398535,0.8005748504713547,0.7998627297321412,0.9356518193962328,0.9273709940611925,0.591792148579783,0.7642635572915856,0.8341743112026075,0.8622906311493214,0.7131597650727631,0.7873412118992011
State_3,-0.8076527063510773,-0.9971138002037454,-0.9964756730194965,-1.0768414431885607,-0.9300516298138181,-1.0350832428094758,-0.5578962401583102,-0.8617046965854973,-0.6959494631221258,-0.8195494388009895,-0.9151462814254138,-0.9152850461880886,-0.7296852286122698,-0.9762046033338321
State_4,-0.6176369906827788,-0.6070917999049684,-0.6885026308607368,-0.6064631928929076,-0.7037842636509354,-0.3768572203072693,-0.1801665843797123,-0.358577396858528,-0.12694717320164012,-0.3797368637046755,-0.24864700524266473,-0.40250636792663913,-0.3044747041586048,-0.7869298040619168
State_5,1.1365228569342931,1.0494844270373063,1.1212549789907102,1.2500356585020955,0.9639443166836438,1.0262526721506051,0.8193891063457397,0.8349244286116294,0.5259910341230715,0.8354102938348086,0.9438952727109374,1.1757422304605938,0.8247521829091757,1.0649130840809087
State_6,0.20296221480850038,0.2887224965104021,0.19535655374276273,0.3247107616150009,0.3185869911193403,0.34588634237152865,-0.3644332865326459,0.4345649708364485,0.03714522161104151,0.30560831369031244,-0.041350235055551486,0.030540814069557835,0.005208938274471062,0.3607424273293464
State_7,-1.174033774971619,-0.9236201792607123,-1.0881477031487476,-0.8383727116677117,-0.8223516827457332,-1.2852116302550574,-1.3257232253504867,-1.3973276132505932,-0.8094544959871781,-1.1568618768763832,-1.1006207988491068,-1.3194481136254312,-1.0370630216548626,-1.2508007367008651
State_8,-0.6198009022544614,-0.22582487082914818,-0.07110224444458539,-0.21718933827339712,-0.6482906165864138,-0.2783064549741591,-0.5896163103908738,-0.06620570600222754,0.08531920523299474,-0.10572890007620166,-0.7592147107434295,-0.1630536975212271,-0.23081715288734428,-0.2609245284385676
State_9,0.03990719654706716,-0.08555735300851221,-0.09227072713907337,-0.10492908405902754,-0.12868187127293776,-0.03917736389512509,0.061830350094562156,-0.06645490733003602,0.08635688753885847,-0.025598612512022945,-0.023358767858188748,-0.05321187308131609,0.03520466722759775,-0.1281571152168788
State_10,-0.03971818670389324,0.018373794132787395,0.12821579798807198,0.060224887611597326,0.10277328967854514,0.21053617921004714,-0.2398854058089123,0.03036106264834118,-0.07828475000504871,0.09857752642346922,0.02401834877902415,0.16629502205855795,-0.04382060450528657,0.29629803815913075
