,anteriorsalience_mean_activation,auditory_mean_activation,basalganglia_mean_activation,dorsaldmn_mean_activation,highervisual_mean_activation,language_mean_activation,leftcontrol_mean_activation,posteriorsalience_mean_activation,precuneus_mean_activation,primaryvisual_mean_activation,rightcontrol_mean_activation,sensorimotor_mean_activation,ventraldmn_mean_activation,visuospatial_mean_activation
State_11,-0.4878105568557521,-0.3087491689943861,0.020519486689303243,0.19631564063801435,-0.41582551362555537,-0.6540104445230793,-0.6555460800650549,-1.1464385043563645,0.34099888324030475,-0.7049004514028038,-0.4501524678291448,-0.4259470964998864,-0.0292332441674427,-0.5338983067300845
State_12,0.21416401429263643,-0.03071865040307321,-0.034931564551462166,-0.10240625644568904,0.06740120112330486,-0.05951818746567271,0.38444017162985467,-0.05174682014902122,0.007869141981144577,0.009045804655028569,0.15547085624452797,0.037822788854052464,0.10046218402447603,-0.012062993175481995
State_13,0.581666766479556,0.6783558287712994,0.4758483496710496,0.14289632422526338,0.8984164415936015,0.4099425865753207,0.945780438365516,0.18094944560603785,0.07534509511652,0.19567091096231556,1.04288487800193,0.1975094072167824,0.4151930750832071,0.6971368321164226
State_14,-0.6647259901719534,-0.9575505732900413,-0.8604227566463298,-1.092898197300492,-0.8382503249948408,-0.9712386643531427,-0.11805731430657376,-0.955859110417704,-0.6264309493008774,-0.7499096211602007,-0.7821096547329345,-0.8418147289562963,-0.6196565692626342,-0.7762698703155637
State_15,-1.4321593905839725,-0.9760101981567978,-0.8517033504119906,-1.0102305023268094,-1.2566900909439678,-0.8623197367432509,-1.5571064722441417,-0.6169370665147133,-1.1279881968727168,-0.9640070315391588,-1.325869501252151,-1.0453492892286662,-1.3343007340469266,-1.0044257665268794
State_16,1.21416152111476,1.1522128705677341,1.0374113634210569,1.018839184371846,1.2177135930486516,0.9785164790783868,1.2375363346505048,0.9880364740460547,0.7655328395367451,0.8893703073366502,1.1789368517469998,1.0191313535799187,1.0211674453086605,1.0321467435471452
State_17,-0.6912600996160384,-0.3908216440593935,-0.38550760532427714,-0.38173304284024595,-0.6930631596242507,-0.5452858995044868,-0.6074984387759977,-0.6837030901746803,-0.05315932870975649,-0.44471303963503617,-0.7166239576369777,-0.6977545517670943,-0.23796289558752232,-0.5536924394352921
State_18,0.47833975647738686,0.4612796647467158,0.3711443951071944,0.2788908853570109,0.25636550586137413,0.5817731721415407,0.36474957044100625,0.767140008752733,0.4940465331988502,0.5439995036106912,0.45427783348625955,0.49062591743304834,0.29471375404075295,0.6256945175883688
State_19,-0.08316730897119595,0.12895450814904252,0.280530254661043,0.0036973633567751797,-0.0308940594134976,0.3992346712497047,-0.27909168375086213,-0.04695282650902238,0.11001957958745935,0.11437843837620452,0.05799740771945945,0.6807002425732581,-6.911501701956903e-05,0.5831913286691189
State_20,0.5257544938878391,0.671576873151757,0.5214955709842864,0.7572996253021181,0.45888576527683234,0.44810210115955884,-0.14547655485225527,0.31271791361129536,0.11384024336562149,0.3183866112870574,0.3888736010739443,0.2511857871777165,0.13730363717395247,0.4678120872693613
State_21,-0.7458066283905697,-0.7119007606226914,-0.6255943842373359,-0.599699471426692,-0.7258259326727413,-0.23410678040318306,-0.1533559450046631,-0.38500962513762593,-0.13091320121406716,-0.39190918569237,-0.2150438083357917,-0.39507707112115326,-0.2480073013892543,-0.8076552834250785
State_22,-0.7411432622997735,-0.7217117321595792,-0.6025628976852743,-0.6014710676241842,-0.7467951354127484,-0.2472378627283287,-0.1081041581322479,-0.38044673667223444,-0.08467313586062934,-0.429615580142028,-0.19904335538896506,-0.36566821428691476,-0.28633583365658155,-0.8315298510731629
State_23,0.5757901701625541,0.36983670021955267,1.021188306984987,1.0890419146270114,0.7083584649562694,0.8367605001914477,-0.23642182194619146,0.41426275858343237,0.13701528191774293,0.38293771124844905,0.10086157336903347,0.435567737457708,0.37630548938728603,0.6595169913666447
State_24,-0.2598821020187254,-0.3840973100812528,-0.32648501105193345,-0.31332191014257843,-0.3900273900672818,-0.31493666471899023,-0.47925088041439956,-0.405063516471563,-0.1259161847472284,-0.3994204626709228,-0.3863054481443039,-0.47698655239648097,-0.23332538758603558,-0.45584661963665457
State_25,1.2504451418663214,1.1903048732953152,1.1674951561954785,1.3565049040337267,1.211700076162694,1.1593798065089995,1.2126056569362902,0.991326806616709,0.6211594143707792,0.9684129606247757,1.1653244710507282,1.230412670199835,0.8978363687680213,1.2294677154421891
