,anteriorsalience_mean_activation,auditory_mean_activation,basalganglia_mean_activation,dorsaldmn_mean_activation,highervisual_mean_activation,language_mean_activation,leftcontrol_mean_activation,posteriorsalience_mean_activation,precuneus_mean_activation,primaryvisual_mean_activation,rightcontrol_mean_activation,sensorimotor_mean_activation,ventraldmn_mean_activation,visuospatial_mean_activation
State_1,-0.7656819759514938,-0.8944071666580624,-0.9559681957684769,-0.9738322387037217,-0.8424560164954618,-1.0112198365825475,-0.6183312190029508,-0.8746630504715858,-0.6914058354145306,-0.787611031647817,-0.8975657205941795,-0.9391733748050826,-0.7274258210951247,-0.9590137208413437
State_2,0.6947412450067815,0.6742826049228686,0.6031653292921826,0.4674322115319056,0.9259986184097543,0.5303293839211021,0.9904124334620762,0.35669839507389806,0.26052845545589814,0.3595624621506031,1.0399590472724296,0.5117238388156766,0.5478617238144223,0.7049611383883223
State_3,-0.5056317685361812,-0.3797197014912331,-0.41627592681015246,-0.11234771708815221,-0.17166946100492692,-0.7868856853808961,-0.8080234422969379,-1.055495263795038,-0.08792379831882872,-0.8250884714818761,-0.4983621518078788,-0.9093558404391872,-0.3381756184365397,-0.7022921539752955
State_4,-0.7995346150159806,-0.9259395516802322,-0.9703183238651089,-1.0213900085735885,-0.8787059877486096,-1.0000375954527636,-0.6051943775556531,-0.8615136684961215,-0.7434744365713494,-0.7935537503560918,-0.9028628103430858,-0.9210023386411016,-0.7351875088739356,-0.9853990179066153
State_5,-0.1252007276909442,0.11237192922112096,-0.06200689644897053,0.007417035628009813,-0.05996974717459383,0.36879988804103225,-0.3518279367884309,0.6142058548360999,-0.14432020382461447,0.1768678939321368,-0.11318278533445915,-0.300009028855691,-0.12323938174721773,0.1570134123472673
State_6,-0.9861931925852445,-0.4304006731293716,-0.3982341107204941,-0.4902486016358276,-0.883953406754137,-0.6511285786570845,-0.9391994040179283,-0.48562635925193925,-0.30499810547761147,-0.28326216784887065,-0.9665164560384105,-0.281908683783152,-0.5976328345076749,-0.5547739921802348
State_7,0.4424136900764452,0.06492384048635727,0.12203647309223267,0.1696894431525687,0.11869184596139865,0.23374687979984912,0.28182460194356324,0.5717346612165003,0.19571268996912528,0.38527267118200903,0.08687194380582391,0.47000735792923193,0.17574210384471436,0.22799419283397612
State_8,0.19658696858527225,0.19093956117055666,0.24442437824680505,0.15479465106882992,0.19544387989911208,0.28945968771295455,-0.06502235584257383,0.06758471626756836,-0.04636020826413837,0.14300844090106996,0.16701638935307245,0.4748535438321407,0.060885201006523344,0.45773561665714824
State_9,-0.6014131431086047,-0.6512229171631652,-0.6402708226282228,-0.6013897935677758,-0.7004719397416617,-0.37102740715074223,-0.07513474246706446,-0.3681471000665458,-0.06425792695444507,-0.402287186483833,-0.2524698527931215,-0.37150308066372933,-0.23108075508743575,-0.755466854821215
State_10,0.376934155154213,0.2807525313499193,0.28466310559329666,0.271685406955638,0.27003938864319016,0.30922699049626606,0.35558641058160734,0.24395381745775546,0.32424252618481547,0.2530665022871927,0.3418965318489901,0.2520186840537566,0.31423207806133613,0.2511689827043902
State_11,0.6852627897792992,0.7039094709358299,0.6161427467190135,0.4125335948506888,0.9188389684488094,0.5275663677752611,1.0024500860195211,0.37450877440528313,0.2765034857779548,0.37742799048422454,1.0406347052600005,0.49633518722634307,0.5479022838205833,0.7015496150358982
State_12,1.0711377753554854,0.9727442806500061,1.2049331156241296,1.2760424316267884,0.9778288887218619,1.0636866095467863,0.6084863295513617,0.8608519207302254,0.5453727825651586,0.9236003594316183,0.7147735927459096,1.001566086602492,0.75764570103648,1.1490817801672437
