,anteriorsalience_mean_activation,auditory_mean_activation,basalganglia_mean_activation,dorsaldmn_mean_activation,highervisual_mean_activation,language_mean_activation,leftcontrol_mean_activation,posteriorsalience_mean_activation,precuneus_mean_activation,primaryvisual_mean_activation,rightcontrol_mean_activation,sensorimotor_mean_activation,ventraldmn_mean_activation,visuospatial_mean_activation
State_1,0.6475981556803848,0.6867520312513277,0.46587190223518177,0.27493129471216143,0.8970766781263869,0.48522197799905503,0.8817957184159639,0.2951061019263764,0.2032585590866553,0.24582038799959577,1.0445205592991105,0.37114366251988934,0.42062937274970214,0.7507326461296905
State_2,-0.511872176278237,-0.514400239136306,-0.42036491718462543,-0.33149154662857766,-0.4068773234684197,0.004770338245359131,-0.13069599493421374,-0.34469647437064516,-0.172374945287291,-0.43196466827122426,0.07907497051071691,-0.40612163211405894,-0.1949359330927328,-0.6738725119884365
State_3,0.8205189176375302,0.7046566630565231,1.1316602927758483,1.0334179710305056,1.0263743150579971,0.6200016165450717,0.8315440723278046,0.14361153090415507,0.6601101315911462,0.4209997506119613,0.7339079918339385,0.7813183358357483,0.8738314997949062,0.693485339035568
State_4,-0.7636673094072985,-0.7951404613349096,-0.8382357111040323,-0.8268500158389958,-0.9196435758458184,-0.7951149018918501,-0.7639560062040099,-0.7314025836579718,-0.575776294798088,-0.7346837531625983,-0.8534128745446566,-0.8279154419429265,-0.6970749643796497,-0.9336133631430361
State_5,-0.507021683916154,0.04261674784289309,0.22634460161925388,0.14079381386496068,-0.45684097148662967,-0.22691402878896763,-0.5606516906877071,-0.3246107576702001,0.2655471513245631,-0.11017018539256598,-0.4696959225346777,0.0015514008953167058,-0.06829217685560275,-0.11813145550520605
State_6,-0.13151202208250748,0.09583209736271772,0.13295089868140123,-0.021361939746283913,-0.007780868942639724,0.3676683374310701,-0.4001575873843279,0.06443455294258747,-0.18775372167436477,0.13291321521318536,0.05833650424408871,0.4275804135024393,-0.17781087379701138,0.4701052428037232
State_7,-0.6329510351712136,-0.842544200465553,-1.1636869383095947,-1.0829587099746871,-1.2765231317469046,-1.1652636029065861,-0.6146823824574518,-0.5698041189102052,-0.713513434174589,-0.3816435173652798,-0.8952194940147671,-0.8803218481043662,-0.8967331804859903,-0.9703090651880703
State_8,-0.5388462945782719,-0.5238860356084011,-0.543663706379569,-0.5837128589533677,-0.693165849273761,-0.35126975614438316,-0.12018039878990842,0.3428505981655659,-0.009536618941075261,0.008569122496283577,-0.6295873494879916,-0.06611904089882083,-0.05844507435281268,-0.4665607620527186
State_9,0.17541251614135994,-0.05217172524720448,-0.07308914787556249,-0.106183579917903,0.024938211912123493,-0.051008152629545056,0.3047122144772858,-0.032190382678028366,0.05391029045564324,0.04839731820669034,0.08983155933340624,0.06808393256109938,0.09556827046579129,-0.05558895427098431
State_10,0.18883349953978643,0.23103230986135442,0.5035749876659363,0.3876584615815197,0.05960235287270838,0.9385155527587974,-0.06294122839560409,0.8976863077054015,0.1392432644764933,0.39948894363345844,0.08945095732578755,0.28402475082411616,-0.058148497978932484,0.6558630297047084
State_11,0.6311175675191539,0.6842784515330926,0.4404073944980845,0.22505219165074491,0.8576506765042473,0.4529249773691181,0.8997906263425325,0.2995623160261522,0.20418833921929433,0.26682466048826525,1.023615597761612,0.3262630099144017,0.4156941053336336,0.7316972195662392
State_12,0.45656331113210946,0.5090943668099093,0.5225180364520972,0.4932826888536201,0.3425533782421048,0.5514846519045867,0.2102334117080513,0.5865535442988279,0.46552415614669274,0.4831125657509152,0.3815630930369559,0.43973071167423095,0.3454222497717984,0.5516732843451384
State_13,1.1266453491742225,0.9424882802986347,1.0208974588884117,1.00451951595311,1.093202213349911,0.9622761750833737,1.2774337025690274,1.1108246825232273,0.6093782166436631,0.9690681996986668,1.065352555796056,1.073760090516823,0.9791867787899106,0.9808494264240286
State_14,0.12196660281091422,0.14315789511237714,0.3985363443195391,0.2850753114153126,-0.0015114465188754622,0.8609012774117828,-0.1273479606624491,0.8345950862612209,0.05979515076844968,0.32440824148032255,0.010469036993466909,0.233688994778484,-0.15904845666169695,0.5623353902809618
State_15,-0.728438432374453,-0.7984483671399055,-0.8065917778299713,-0.7990724346508016,-0.9010545070778165,-0.7514155085270221,-0.7002044971832003,-0.696786502370447,-0.5330559130407522,-0.70503239627599,-0.8158984095365711,-0.8220630884181305,-0.6416158577928255,-0.9162112550589651
State_16,-0.5384277808358818,-0.8007982535457439,-0.6126987698631089,-0.8153927247570176,-0.4294304849900403,-0.750835003005571,0.08093859853501069,-0.8266642794725694,-0.3028176347794194,-0.6462783625225322,-0.4213366583848596,-0.6709958808027335,-0.1856894842636225,-0.620610555988961
State_17,0.962860353865281,0.6858190614204697,0.4599543344578394,0.9189520653899692,0.7228523817940764,0.5582217345134902,-0.1507606972508058,0.5897142383433497,0.08703974393609305,0.6029936290525344,0.4841474977153299,0.6626924333401851,0.4074919523109173,0.6840737882363643
State_18,1.1693746836649028,0.9235814827304378,1.0531926468358443,1.0849606693516194,1.0963382757677615,0.9972893604516512,1.285296049204052,1.1260770144186014,0.7113775600580223,0.9857631945236738,1.060111957554056,1.106240704763985,1.0612515231873088,0.9776568797526038
State_19,-0.21121180317389412,-0.05839899307861609,-0.5190828203934025,-0.26062103931093994,0.09618159051714022,-0.49172625202929543,-0.4598096688128921,-0.25962571203569623,-0.3800486130397792,-0.23737242944244813,-0.47640664353843415,-0.4841189449048472,-0.37811330007619104,-0.31231452215510497
State_20,-1.411168255011152,-1.186945185753293,-1.344263157434845,-1.0657000430516375,-1.0014490336595463,-1.472584532775229,-1.52915579711185,-1.5675379253682733,-0.9540978467665706,-1.3637999174712574,-1.3185519246701027,-1.5196766164242668,-1.2958663084687732,-1.4484719851838976
