word_raw,word_clean,start,end,start_lagged,TR,segment_idx_0,segment_idx_1,segment_idx_2,segment_idx_3,segment_idx_4,segment_idx_5
the,the,305.93,306.02,310.43,207,9,12,9,9,9,9
newspaper,newspaper,306.05,306.51,310.55,208,9,12,9,9,9,9
the,the,306.51,306.6,311.01,208,9,12,9,9,9,9
next,next,306.6,306.81,311.1,208,9,12,9,9,9,9
day,day,306.81,307.14,311.31,208,9,12,9,9,9,9
which,which,308.24,308.53000000000003,312.74,209,9,12,9,9,9,9
ran,ran,308.53,308.80999999999995,313.03,209,9,12,9,9,9,9
with,with,308.81,308.95,313.31,209,9,12,9,9,9,9
a,a,308.95,309.01,313.45,209,9,12,9,9,9,9
photo,photo,309.01,309.72,313.51,210,9,12,9,9,9,9
of,of,309.9,310.09,314.4,210,9,12,9,9,9,9
him,him,310.09,310.45,314.59,210,9,12,9,9,9,9
leaving,leaving,310.99,311.40000000000003,315.49,211,9,12,9,9,9,9
the,the,311.4,311.48999999999995,315.9,211,9,12,9,9,9,9
scene,scene,311.49,311.93,315.99,211,9,12,9,9,9,9
cape,cape,311.99,312.40000000000003,316.49,211,9,12,9,9,9,9
flowing,flowing,312.4,312.85,316.9,212,9,12,9,9,9,9
behind,behind,312.85,313.27000000000004,317.35,212,9,12,9,9,9,9
him,him,313.27,313.6,317.77,212,9,12,9,9,9,9
doing,doing,313.8,314.1,318.3,213,9,12,9,9,9,9
this,this,314.099999,314.419999,318.599999,213,9,12,9,9,9,9
And,and,317.45,317.65,321.95,215,9,12,9,9,9,9
that’s,that's,317.67,318.26,322.17,215,9,12,9,9,9,9
what,what,318.32,318.52,322.82,216,9,12,9,9,9,9
made,made,318.52,318.75,323.02,216,9,12,9,9,9,9
him,him,318.75,318.89,323.25,216,9,12,9,9,9,9
a,a,318.889999,318.949999,323.389999,216,9,12,9,9,9,9
sensation,sensation,318.95,319.87,323.45,216,9,12,9,9,9,9
on,on,319.969999,320.159999,324.469999,217,9,12,9,9,9,9
campus,campus,320.16,320.68,324.66,217,9,12,9,9,9,9
People,people,321.089999,321.329999,325.589999,218,9,12,9,9,9,9
started,started,321.33,321.6,325.83,218,9,12,9,9,9,9
dressing,dressing,321.61,322.11,326.11,218,9,12,9,9,9,9
like,like,322.109999,322.309999,326.609999,218,9,12,9,9,9,9
him,him,322.309999,322.629999,326.809999,218,9,12,9,9,9,9
and,and,323.1,323.19,327.6,219,9,12,9,9,9,9
quoting,quoting,323.190001,323.650001,327.690001,219,9,12,9,9,9,9
him,him,323.65,323.79,328.15,219,9,12,9,9,9,9
in,in,323.789999,323.939999,328.289999,219,9,12,9,9,9,9
class,class,323.940001,324.400001,328.440001,219,9,12,9,9,9,9
The,the,324.9,325.03,329.4,220,9,12,9,9,9,9
Ram,ram,325.03,325.39,329.53,220,9,12,9,9,9,9
ran,ran,325.39,325.61,329.89,220,9,12,9,9,9,9
five,five,325.61,326.01,330.11,221,9,12,9,9,9,9
major,major,326.01,326.27,330.51,221,9,12,9,9,9,9
stories,stories,326.27,326.65,330.77,221,9,12,9,9,9,9
about,about,326.65,326.87,331.15,221,9,12,9,9,9,9
Pie,pie,326.87,327.1,331.37,221,9,12,9,9,9,9
Man,man,327.1,327.37,331.6,222,9,12,9,9,9,9
all,all,327.56,327.8,332.06,222,9,12,9,9,9,9
of,of,327.8,327.93,332.3,222,9,12,9,9,9,9
them,them,327.93,328.05,332.43,222,9,12,9,9,9,9
by,by,328.05,328.25,332.55,222,9,12,9,9,9,9
me,me,328.27,328.65,332.77,222,9,12,9,9,9,9
And,and,329.91,330.08000000000004,334.41,223,9,12,9,9,9,9
toward,toward,330.08,330.28,334.58,224,9,12,9,9,9,9
the,the,330.28,330.34,334.78,224,9,12,9,9,9,9
end,end,330.34,330.47,334.84,224,9,12,9,9,9,9
of,of,330.47,330.56,334.97,224,9,12,9,9,9,9
this,this,330.56,330.76,335.06,224,9,12,9,9,9,9
run,run,330.76,330.95,335.26,224,9,12,9,9,9,9
I,i,330.95,331.02,335.45,224,10,13,10,10,10,10
was,was,331.02,331.15,335.52,224,10,13,10,10,10,10
out,out,331.15,331.26,335.65,224,10,13,10,10,10,10
at,at,331.26,331.36,335.76,224,10,13,10,10,10,10
a,a,331.36,331.41,335.86,224,10,13,10,10,10,10
bar,bar,331.41,331.72,335.91,224,10,13,10,10,10,10
one,one,331.72,331.93,336.22,225,10,13,10,10,10,10
night,night,331.93,332.2,336.43,225,10,13,10,10,10,10
and,and,332.24,332.38,336.74,225,10,13,10,10,10,10
I,i,332.38,332.46,336.88,225,10,13,10,10,10,10
saw,saw,332.47,332.83000000000004,336.97,225,10,13,10,10,10,10
I,i,333.559999,333.759999,338.059999,226,10,13,10,10,10,10
came,came,333.76,334.09,338.26,226,10,13,10,10,10,10
and,and,334.09,334.2,338.59,226,10,13,10,10,10,10
I,i,334.2,334.28,338.7,226,10,13,10,10,10,10
saw,saw,334.29,334.42,338.79,226,11,14,11,11,11,11
in,in,334.42,334.47,338.92,226,11,14,11,11,11,11
the,the,334.48,334.59000000000003,338.98,226,11,14,11,11,11,11
corner,corner,334.59,335.29,339.09,227,11,14,11,11,11,11
Angela,angela,336.53,337.05999999999995,341.03,228,11,14,11,11,11,11
from,from,337.08,337.29,341.58,228,11,14,11,11,11,11
my,my,337.29,337.41,341.79,228,11,14,11,11,11,11
Brit,brit,337.41,337.66,341.91,228,11,14,11,11,11,11
Lit,lit,337.66,337.83000000000004,342.16,229,11,14,11,11,11,11
class,class,337.87,338.47,342.37,229,11,14,11,11,11,11
drinking,drinking,338.74,339.08,343.24,229,11,14,11,11,11,11
with,with,339.08,339.21,343.58,230,11,14,11,11,11,11
some,some,339.21,339.37,343.71,230,11,14,11,11,11,11
friends,friends,339.37,339.81,343.87,230,11,14,11,11,11,11
And,and,340.23,340.37,344.73,230,11,14,11,11,11,11
now,now,340.369999,340.479999,344.869999,230,11,14,11,11,11,11
Angela,angela,340.48,340.84000000000003,344.98,230,11,14,11,11,11,11
and,and,340.84,340.94,345.34,231,11,14,11,11,11,11
I,i,340.940001,341.050001,345.440001,231,11,14,11,11,11,11
had,had,341.059999,341.229999,345.559999,231,11,14,11,11,11,11
been,been,341.23,341.5,345.73,231,11,14,11,11,11,11
flirting,flirting,341.59,342.1,346.09,231,12,15,12,12,12,12
for,for,342.1,342.24,346.6,232,12,15,12,12,12,12
two,two,342.24,342.44,346.74,232,12,15,12,12,12,12
months,months,342.440001,342.890001,346.940001,232,12,15,12,12,12,12
Or,or,343.87,344.18,348.37,233,12,15,12,12,12,12
I,i,344.86,345.02000000000004,349.36,233,12,15,12,12,12,12
had,had,345.02,345.18,349.52,234,12,15,12,12,12,12
been,been,345.18,345.37,349.68,234,12,15,12,12,12,12
flirting,flirting,345.39,345.8,349.89,234,12,15,12,12,12,12
with,with,345.8,345.94,350.3,234,12,15,12,12,12,12
her,her,345.94,346.35,350.44,234,12,15,12,12,12,12
and,and,347.69,347.92,352.19,235,12,15,12,12,12,12
with,with,347.92,348.08000000000004,352.42,235,12,15,12,12,12,12
such,such,348.09,348.46,352.59,236,12,15,12,12,12,12
nuance,nuance,348.58,349.32,353.08,236,12,15,12,12,12,12
that,that,349.34,349.54,353.84,236,12,15,12,12,12,12
there,there,349.65,349.81,354.15,237,12,15,12,12,12,12
was,was,349.81,349.95,354.31,237,12,15,12,12,12,12
a,a,349.95,350.02,354.45,237,12,15,12,12,12,12
question,question,350.02,350.43,354.52,237,12,15,12,12,12,12
about,about,350.429999,350.629999,354.929999,237,12,15,12,12,12,12
whether,whether,350.63,350.87,355.13,237,12,15,12,12,12,12
she,she,350.87,351.05,355.37,237,12,15,12,12,12,12
knew,knew,351.05,351.3,355.55,238,12,15,12,12,12,12
I,i,351.3,351.46000000000004,355.8,238,12,15,12,12,12,12
existed,existed,351.469999,351.98999899999995,355.969999,238,12,15,12,12,12,12
So,so,354.41,354.6,358.91,240,12,15,12,12,12,12
I,i,354.599999,354.75999900000005,359.099999,240,12,15,12,12,12,12
I,i,354.86,355.0,359.36,240,12,15,12,12,12,12
saw,saw,355.0,355.22,359.5,240,12,15,12,12,12,12
her,her,355.219999,355.399999,359.719999,240,12,15,12,12,12,12
there,there,355.4,355.54,359.9,240,12,15,12,12,12,12
and,and,355.54,355.68,360.04,241,12,15,12,12,12,12
made,made,355.679999,355.809999,360.179999,241,13,16,13,13,13,13
a,a,355.809999,355.859999,360.309999,241,13,16,13,13,13,13
mental,mental,355.86,356.15000000000003,360.36,241,13,16,13,13,13,13
note,note,356.15,356.38,360.65,241,13,16,13,13,13,13
to,to,356.389999,356.519999,360.889999,241,13,16,13,13,13,13
do,do,356.52,356.71,361.02,241,13,16,13,13,13,13
nothing,nothing,356.71,357.0,361.21,241,13,16,13,13,13,13
about,about,357.0,357.27,361.5,242,13,16,13,13,13,13
it,it,357.27,357.44,361.77,242,13,16,13,13,13,13
And,and,358.9,359.04999999999995,363.4,243,13,16,13,13,13,13
then,then,359.049999,359.159999,363.549999,243,13,16,13,13,13,13
I,i,359.16,359.21000000000004,363.66,243,13,16,13,13,13,13
went,went,359.209999,359.389999,363.709999,243,13,16,13,13,13,13
to,to,359.389999,359.469999,363.889999,243,13,16,13,13,13,13
the,the,359.46999900000003,359.56999900000005,363.96999900000003,243,13,16,13,13,13,13
bar,bar,359.57,360.15,364.07,243,13,16,13,13,13,13
to,to,361.24,361.33,365.74,244,14,17,14,14,14,14
buy,buy,361.33,361.51,365.83,244,14,17,14,14,14,14
a,a,361.51,361.57,366.01,245,14,17,14,14,14,14
round,round,361.57,361.96,366.07,245,14,17,14,14,14,14
and,and,362.5,362.74,367.0,245,14,17,14,14,14,14
I,i,362.74,362.8,367.24,245,14,17,14,14,14,14
felt,felt,362.8,363.03,367.3,245,14,17,14,14,14,14
a,a,363.03,363.09,367.53,246,14,17,14,14,14,14
tap,tap,363.09,363.42,367.59,246,14,17,14,14,14,14
on,on,363.42,363.51,367.92,246,14,17,14,14,14,14
my,my,363.51,363.61,368.01,246,14,17,14,14,14,14
shoulder,shoulder,363.61,364.07,368.11,246,15,18,15,15,15,15
And,and,365.43,365.58,369.93,247,15,18,15,15,15,15
it,it,365.58,365.64,370.08,247,15,18,15,15,15,15
was,was,365.64,365.77,370.14,247,15,18,15,15,15,15
her,her,365.77,366.15,370.27,247,15,18,15,15,15,15
And,and,367.41,367.54,371.91,248,15,18,15,15,15,15
she,she,367.54,367.7000000000001,372.04,249,15,18,15,15,15,15
said,said,367.7,367.97,372.2,249,15,18,15,15,15,15
Jim,jim,369.349999,369.6399990000001,373.849999,250,16,19,16,16,16,16
we,we,369.639999,369.789999,374.139999,250,16,19,16,16,16,16
were,were,369.79,369.91,374.29,250,16,19,16,16,16,16
just,just,369.91,370.13000000000005,374.41,250,16,19,16,16,16,16
talking,talking,370.13,370.43,374.63,250,17,20,17,17,17,17
about,about,370.429999,370.629999,374.929999,250,17,20,17,17,17,17
how,how,370.63,370.8,375.13,251,17,20,17,17,17,17
you,you,370.8,371.15,375.3,251,17,20,17,17,17,17
always,always,371.17,371.82,375.67,251,17,20,17,17,17,17
seem,seem,371.83,372.14,376.33,251,17,20,17,17,17,17
to,to,372.139999,372.269999,376.639999,252,17,20,17,17,17,17
know,know,372.27,372.98,376.77,252,17,20,17,17,17,17
when,when,373.009999,373.749999,377.509999,252,17,20,17,17,17,17
and,and,373.98,374.22,378.48,253,17,20,17,17,17,17
where,where,374.219999,374.699999,378.719999,253,17,20,17,17,17,17
Pie,pie,374.71,375.04,379.21,253,17,20,17,17,17,17
Man,man,375.04,375.29,379.54,254,17,20,17,17,17,17
will,will,375.29,375.41,379.79,254,17,20,17,17,17,17
strike,strike,375.41,376.03,379.91,254,17,20,17,17,17,17
And,and,376.969999,377.2599990000001,381.469999,255,17,20,17,17,17,17
we,we,377.32,377.6,381.82,255,17,20,17,17,17,17
were,were,377.6,377.77,382.1,255,17,20,17,17,17,17
wondering,wondering,377.77,378.36,382.27,255,17,20,17,17,17,17
are,are,379.42,379.58,383.92,256,17,20,17,17,17,17
you,you,379.68,380.15,384.18,257,17,20,17,17,17,17
Pie,pie,380.35,380.66,384.85,257,17,20,17,17,17,17
Man,man,380.66,381.04,385.16,257,17,20,17,17,17,17
And,and,381.84,381.88,386.34,258,17,20,17,17,17,17
I,i,383.83,384.04,388.33,259,17,20,17,17,17,17
knew,knew,384.04,384.48,388.54,260,17,20,17,17,17,17
by,by,384.49,384.63,388.99,260,17,20,17,17,17,17
the,the,384.63,384.75,389.13,260,17,20,17,17,17,17
way,way,384.75,384.89,389.25,260,17,20,17,17,17,17
she,she,384.89,385.09,389.39,260,17,20,17,17,17,17
said,said,385.1,385.33,389.6,260,18,21,18,18,18,18
it,it,385.33,385.43,389.83,260,18,21,18,18,18,18
I,i,385.45,385.6,389.95,260,18,21,18,18,18,18
knew,knew,385.6,386.11,390.1,261,18,21,18,18,18,18
that,that,386.95,387.07,391.45,261,18,21,18,18,18,18
if,if,387.07,387.2,391.57,262,18,21,18,18,18,18
I,i,387.2,387.32,391.7,262,18,21,18,18,18,18
said,said,387.349999,387.539999,391.849999,262,18,21,18,18,18,18
yes,yes,387.54,387.9,392.04,262,18,21,18,18,18,18
she,she,387.91,388.11,392.41,262,18,21,18,18,18,18
would,would,388.11,388.26,392.61,262,18,21,18,18,18,18
have,have,388.26,388.42,392.76,262,18,21,18,18,18,18
sex,sex,388.42,388.79,392.92,262,18,21,18,18,18,18
with,with,388.79,388.9500000000001,393.29,263,18,21,18,18,18,18
me,me,388.95,389.18,393.45,263,18,21,18,18,18,18
And,and,392.07,392.19,396.57,265,18,21,18,18,18,18
wasn’t,wasn't,392.91,393.15,397.41,265,18,21,18,18,18,18
I,i,393.15,393.33,397.65,266,18,21,18,18,18,18
really,really,393.38,393.93,397.88,266,18,21,18,18,18,18
Pie,pie,393.94,394.25,398.44,266,18,21,18,18,18,18
Man,man,394.37,394.81,398.87,266,18,21,18,18,18,18
For,for,398.76,398.99,403.26,269,18,21,18,18,18,18
having,having,399.0,399.35,403.5,270,18,21,18,18,18,18
him,him,399.75,399.91,404.25,270,18,21,18,18,18,18
into,into,399.91,400.19,404.41,270,18,21,18,18,18,18
being,being,400.2,400.82,404.7,270,18,21,18,18,18,18
Didn’t,didn't,401.02,401.25,405.52,271,18,21,18,18,18,18
she,she,401.26,401.46,405.76,271,18,21,18,18,18,18
only,only,401.46,401.73,405.96,271,18,21,18,18,18,18
know,know,401.73,402.01,406.23,271,18,21,18,18,18,18
about,about,402.01,402.28,406.51,272,18,21,18,18,18,18
him,him,402.28,402.47,406.78,272,18,21,18,18,18,18
through,through,402.49,402.72,406.99,272,18,21,18,18,18,18
me,me,402.72,403.29,407.22,272,18,21,18,18,18,18
But,but,405.04,405.2600000000001,409.54,274,18,21,18,18,18,18
she,she,405.27,405.47,409.77,274,18,21,18,18,18,18
had,had,405.49,405.56,409.99,274,18,21,18,18,18,18
asked,asked,405.559999,405.789999,410.059999,274,18,21,18,18,18,18
me,me,405.79,405.9,410.29,274,18,21,18,18,18,18
a,a,405.9,405.95,410.4,274,18,21,18,18,18,18
straightforward,straightforward,405.95,406.53,410.45,274,18,21,18,18,18,18
question,question,406.53,407.1,411.03,275,19,22,19,19,19,19
that,that,407.58,407.75,412.08,275,19,22,19,19,19,19
came,came,407.75,407.95,412.25,275,19,22,19,19,19,19
with,with,407.95,408.07,412.45,275,19,22,19,19,19,19
a,a,408.07,408.11,412.57,276,19,22,19,19,19,19
straightforward,straightforward,408.11,408.72,412.61,276,19,22,19,19,19,19
answer,answer,408.719999,409.019999,413.219999,276,19,22,19,19,19,19
In,in,409.02,409.15,413.52,276,19,22,19,19,19,19
fact,fact,409.15,409.65,413.65,276,19,22,19,19,19,19
I,i,410.13,410.3,414.63,277,19,22,19,19,19,19
wasn’t,wasn't,410.309999,410.769999,414.809999,277,19,22,19,19,19,19
Pie,pie,410.77,411.03,415.27,277,19,22,19,19,19,19
Man,man,411.03,411.49,415.53,278,19,22,19,19,19,19
As,as,411.57,411.74,416.07,278,19,22,19,19,19,19
far,far,411.74,411.93,416.24,278,19,22,19,19,19,19
as,as,411.929999,412.019999,416.429999,278,19,22,19,19,19,19
I,i,412.02,412.08,416.52,278,19,22,19,19,19,19
knew,knew,412.08,412.25,416.58,278,19,22,19,19,19,19
I,i,412.25,412.26,416.75,278,19,22,19,19,19,19
had,had,412.279999,412.469999,416.779999,278,19,22,19,19,19,19
never,never,412.469999,412.869999,416.969999,278,19,22,19,19,19,19
seen,seen,413.119999,413.509999,417.619999,279,19,22,19,19,19,19
the,the,413.51,413.61,418.01,279,19,22,19,19,19,19
guy,guy,413.609999,414.099999,418.109999,279,19,22,19,19,19,19
out,out,414.199999,414.389999,418.699999,280,19,22,19,19,19,19
of,of,414.389999,414.529999,418.889999,280,19,22,19,19,19,19
costume,costume,414.53,415.15,419.03,280,19,22,19,19,19,19
So,so,416.11,416.37,420.61,281,19,22,19,19,19,19
I,i,416.37,416.47,420.87,281,19,22,19,19,19,19
looked,looked,416.47,416.68,420.97,281,19,22,19,19,19,19
at,at,416.68,416.75,421.18,281,19,22,19,19,19,19
her,her,416.75,416.82,421.25,281,19,22,19,19,19,19
and,and,416.82,416.94,421.32,281,19,22,19,19,19,19
I,i,416.94,417.05,421.44,281,19,22,19,19,19,19
said,said,417.06,417.45,421.56,282,20,23,20,20,20,20
Yes,yes,419.7,420.14,424.2,282,20,23,20,20,20,20
Angela,angela,420.14,420.78,424.64,282,20,23,20,20,20,20
I,i,421.55,421.75,426.05,282,20,23,20,20,20,20
am,am,421.75,421.99,426.25,282,20,23,20,20,20,20
Pie,pie,422.0,422.26,426.5,282,21,24,21,21,21,21
Man,man,422.28,422.63,426.78,282,21,24,21,21,21,21
And,and,424.929999,425.049999,429.429999,282,21,24,21,21,21,21
she,she,425.05,425.2,429.55,282,21,24,21,21,21,21
said,said,425.21,425.43,429.71,282,21,24,21,21,21,21
Oh,oh,425.429999,425.549999,429.929999,282,21,24,21,21,21,21
good,good,425.55,425.88,430.05,282,21,24,21,21,21,21
Now,now,426.84,426.96,431.34,282,21,24,21,21,21,21
buy,buy,426.96,427.27,431.46,282,21,24,21,21,21,21
me,me,427.27,427.38,431.77,282,22,25,22,22,22,22
a,a,427.38,427.43,431.88,282,22,25,22,22,22,22
beer,beer,427.429999,427.919999,431.929999,282,22,25,22,22,22,22
and,and,428.52,428.55,433.02,282,22,25,22,22,22,22
tell,tell,428.61,428.8,433.11,282,22,25,22,22,22,22
me,me,428.799999,428.939999,433.299999,282,22,25,22,22,22,22
all,all,428.94,429.07,433.44,282,22,25,22,22,22,22
about,about,429.07,429.27,433.57,282,22,25,22,22,22,22
it,it,429.46,429.48,433.96,282,22,25,22,22,22,22
